Order_Id,Order_Date,Order_Status,Order_Region,Market,ISO3,Customer_Segment,Product_Id,Product_Name,Category_Name,Product_Price,Shipping_Date,Shipping_Mode,Shipment(real),Shipment(scheduled),Delivery_Status,Payment_Type,Item_Price,Item_Quantity,Sales,Profit_Capped
75928,2018-01-13,PENDING,Southeast Asia,Pacific Asia,IDN,Corporate,1360,Smart watch,Sporting Goods,327.75,2018-01-17,Second Class,4,2,Late delivery,TRANSFER,328,1,327.75,21.76
9508,2015-05-19,PENDING_PAYMENT,Caribbean,LATAM,CUB,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2015-05-23,Second Class,4,2,Late delivery,PAYMENT,400,1,399.98001,95.12
39103,2016-07-24,SUSPECTED_FRAUD,South of  USA,USCA,USA,Home Office,818,Titleist Pro V1x Golf Balls,Electronics,47.99,2016-07-28,Standard Class,4,4,Shipping canceled,TRANSFER,48,1,47.99,13.94
24658,2015-12-26,ON_HOLD,Oceania,Pacific Asia,AUS,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2015-12-30,Second Class,4,2,Late delivery,DEBIT,40,1,39.99,3.72
26056,2016-01-16,COMPLETE,Southeast Asia,Pacific Asia,THA,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-01-18,Second Class,2,2,Shipping on time,DEBIT,130,1,129.99001,8.77
4501,2015-03-07,ON_HOLD,Central America,LATAM,MEX,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-03-08,Same Day,1,0,Late delivery,DEBIT,60,5,299.95001,119.95
13129,2015-07-11,PROCESSING,Southern Europe,Europe,ESP,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-07-16,Standard Class,5,4,Late delivery,TRANSFER,130,1,129.99001,54.4
3346,2015-02-18,COMPLETE,Caribbean,LATAM,CUB,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-02-20,Second Class,2,2,Shipping on time,DEBIT,60,4,239.96001,61.14
51934,2017-01-28,PENDING_PAYMENT,South America,LATAM,BRA,Corporate,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2017-02-02,Standard Class,5,4,Late delivery,PAYMENT,50,1,49.98,17.99
27864,2016-02-11,COMPLETE,Southeast Asia,Pacific Asia,PHL,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-02-16,Standard Class,5,4,Late delivery,DEBIT,40,4,159.96001,7.04
32345,2016-04-17,PENDING,West of USA,USCA,USA,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-04-23,Second Class,6,2,Late delivery,TRANSFER,400,1,399.98001,107.99
14421,2015-07-30,COMPLETE,Northern Europe,Europe,GBR,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-08-01,Standard Class,2,4,Advance shipping,DEBIT,200,1,199.99001,18.05
46098,2016-11-03,ON_HOLD,North Africa,Africa,EGY,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-11-07,Second Class,4,2,Late delivery,DEBIT,300,1,299.98001,0.0
26816,2016-01-27,COMPLETE,Southeast Asia,Pacific Asia,IDN,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-01-27,Same Day,0,0,Shipping on time,DEBIT,50,5,250.0,110.4
32229,2016-04-15,COMPLETE,East of USA,USCA,USA,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2016-04-17,First Class,2,1,Late delivery,DEBIT,200,1,199.99001,12.1
13171,2015-07-12,COMPLETE,Northern Europe,Europe,GBR,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-07-14,Standard Class,2,4,Advance shipping,DEBIT,60,2,119.98,50.1
45153,2016-10-21,PENDING,South Asia,Pacific Asia,IRN,Home Office,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-10-25,Standard Class,4,4,Shipping on time,TRANSFER,400,1,399.98001,182.27
52441,2017-02-04,COMPLETE,Caribbean,LATAM,DOM,Consumer,823,Titleist Pro V1x High Numbers Personalized Go,Electronics,51.99,2017-02-06,First Class,2,1,Late delivery,DEBIT,52,2,103.98,44.48
5449,2015-03-21,CLOSED,Central America,LATAM,SLV,Home Office,235,Under Armour Hustle Storm Medium Duffle Bag,Fitness Accessories,34.99,2015-03-26,Standard Class,5,4,Late delivery,CASH,35,1,34.99,7.28
42902,2016-09-18,PROCESSING,East Africa,Africa,MOZ,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-09-20,First Class,2,1,Late delivery,TRANSFER,130,1,129.99001,54.91
54469,2017-03-06,PROCESSING,South America,LATAM,ECU,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-03-11,Second Class,5,2,Late delivery,TRANSFER,50,3,150.0,61.74
76421,2018-01-20,COMPLETE,South Asia,Pacific Asia,IND,Home Office,1362,Fighting video games,Video Games,39.75,2018-01-22,Standard Class,2,4,Advance shipping,DEBIT,40,1,39.75,-22.87
66654,2017-08-30,PROCESSING,Western Europe,Europe,FRA,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2017-09-04,Standard Class,5,4,Late delivery,TRANSFER,200,1,199.99001,69.0
58663,2017-05-06,PENDING_PAYMENT,Central America,LATAM,PAN,Home Office,625,Nike Men's Kobe IX Elite Low Basketball Shoe,Shop By Sport,199.99,2017-05-10,Standard Class,4,4,Shipping on time,PAYMENT,200,1,199.99001,19.66
58922,2017-05-10,PENDING,South America,LATAM,ARG,Home Office,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-05-13,Standard Class,3,4,Advance shipping,TRANSFER,50,5,250.0,47.78
50560,2017-01-08,COMPLETE,North Africa,Africa,DZA,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-01-14,Standard Class,6,4,Late delivery,DEBIT,60,1,59.99,4.36
42484,2016-09-12,ON_HOLD,Central Africa,Africa,COG,Corporate,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2016-09-17,Standard Class,5,4,Late delivery,DEBIT,200,1,199.99001,94.08
10735,2015-06-06,PENDING_PAYMENT,Western Europe,Europe,DEU,Consumer,793,Hirzl Women's Hybrid Golf Glove,Golf Balls,14.99,2015-06-12,Standard Class,6,4,Late delivery,PAYMENT,15,3,44.97,0.0
26107,2016-01-17,PROCESSING,Oceania,Pacific Asia,AUS,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-01-17,Same Day,0,0,Shipping on time,TRANSFER,40,3,119.97,51.73
20214,2015-10-23,COMPLETE,Western Europe,Europe,FRA,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2015-10-25,First Class,2,1,Late delivery,DEBIT,100,2,199.98,71.87
43097,2016-09-21,COMPLETE,West Africa,Africa,NGA,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-09-23,First Class,2,1,Late delivery,DEBIT,50,3,149.94,-34.11
50805,2017-01-11,PENDING_PAYMENT,West Asia,Pacific Asia,TUR,Consumer,977,ENO Atlas Hammock Straps,Hunting & Shooting,29.99,2017-01-17,Standard Class,6,4,Late delivery,PAYMENT,30,1,29.99,10.14
60915,2017-06-08,PENDING,South America,LATAM,BRA,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2017-06-14,Standard Class,6,4,Late delivery,TRANSFER,200,1,199.99001,40.5
14924,2015-08-06,PENDING,Western Europe,Europe,DEU,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-08-11,Standard Class,5,4,Late delivery,TRANSFER,130,1,129.99001,32.04
50104,2017-01-01,CLOSED,Canada,USCA,CAN,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2017-01-06,Standard Class,5,4,Late delivery,CASH,130,1,129.99001,49.03
72180,2017-11-19,PAYMENT_REVIEW,Oceania,Pacific Asia,AUS,Consumer,1356,First aid kit,Health and Beauty,293.04,2017-11-25,Standard Class,6,4,Late delivery,PAYMENT,293,1,293.04001,-56.26
54974,2017-03-13,ON_HOLD,Central America,LATAM,PAN,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-03-18,Standard Class,5,4,Late delivery,DEBIT,50,3,150.0,61.2
14776,2015-08-04,ON_HOLD,Southern Europe,Europe,ITA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-08-06,Standard Class,2,4,Advance shipping,DEBIT,60,1,59.99,5.02
34137,2016-05-13,PROCESSING,South of  USA,USCA,USA,Consumer,703,Top Flite Women's 2014 XL Hybrid,Golf Apparel,19.99,2016-05-16,Standard Class,3,4,Advance shipping,TRANSFER,20,4,79.96,18.92
48132,2016-12-03,SUSPECTED_FRAUD,West Asia,Pacific Asia,IRQ,Home Office,917,Glove It Women's Mod Oval 3-Zip Carry All Gol,Trade-In,21.99,2016-12-06,Standard Class,3,4,Shipping canceled,TRANSFER,22,2,43.98,12.01
57847,2017-04-24,COMPLETE,Central America,LATAM,PAN,Corporate,858,GolfBuddy VT3 GPS Watch,Kids' Golf Clubs,199.99,2017-04-27,Standard Class,3,4,Advance shipping,DEBIT,200,1,199.99001,-21.47
16412,2015-08-28,ON_HOLD,Western Europe,Europe,FRA,Home Office,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-08-31,Standard Class,3,4,Advance shipping,DEBIT,200,1,199.99001,75.66
57884,2017-04-24,PENDING_PAYMENT,South America,LATAM,BRA,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2017-04-29,Standard Class,5,4,Late delivery,PAYMENT,50,5,250.0,112.8
9468,2015-05-19,CLOSED,Central America,LATAM,MEX,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-05-23,Standard Class,4,4,Shipping on time,CASH,200,1,199.99001,63.0
19476,2015-10-12,PENDING_PAYMENT,Western Europe,Europe,FRA,Home Office,905,Team Golf Texas Longhorns Putter Grip,Accessories,24.99,2015-10-14,First Class,2,1,Late delivery,PAYMENT,25,3,74.97,13.21
7557,2015-04-21,COMPLETE,South America,LATAM,VEN,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2015-04-24,Standard Class,3,4,Advance shipping,DEBIT,300,1,299.98001,139.58
59902,2017-05-24,ON_HOLD,Central America,LATAM,MEX,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2017-05-27,Standard Class,3,4,Advance shipping,DEBIT,400,1,399.98001,124.79
41892,2016-09-03,CLOSED,Central Africa,Africa,CMR,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-09-06,Standard Class,3,4,Advance shipping,CASH,60,2,119.98,54.71
58753,2017-05-07,CLOSED,Central America,LATAM,PAN,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2017-05-11,Standard Class,4,4,Shipping on time,CASH,400,1,399.98001,24.39
26511,2016-01-22,ON_HOLD,Southeast Asia,Pacific Asia,IDN,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-01-24,Standard Class,2,4,Advance shipping,DEBIT,130,1,129.99001,48.75
21411,2015-11-09,CLOSED,Eastern Asia,Pacific Asia,JPN,Home Office,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2015-11-11,First Class,2,1,Late delivery,CASH,300,1,299.98001,22.97
29833,2016-03-11,PENDING_PAYMENT,Southeast Asia,Pacific Asia,PHL,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-03-13,First Class,2,1,Late delivery,PAYMENT,60,5,299.95001,36.67
9297,2015-05-16,ON_HOLD,Caribbean,LATAM,DOM,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-05-17,Same Day,1,0,Late delivery,DEBIT,60,5,299.95001,42.74
29054,2016-02-29,COMPLETE,Southeast Asia,Pacific Asia,THA,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-02-29,Same Day,0,0,Shipping on time,DEBIT,60,1,59.99,7.5
32582,2016-04-20,COMPLETE,East of USA,USCA,USA,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-04-23,Standard Class,3,4,Advance shipping,DEBIT,130,1,129.99001,-183.42
28940,2016-02-27,COMPLETE,South Asia,Pacific Asia,BGD,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-03-04,Standard Class,6,4,Late delivery,DEBIT,300,1,299.98001,31.12
33177,2016-04-29,COMPLETE,East of USA,USCA,USA,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-05-02,Standard Class,3,4,Advance shipping,DEBIT,130,1,129.99001,-216.56
13021,2015-07-10,PROCESSING,Western Europe,Europe,FRA,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-07-10,Same Day,0,0,Shipping on time,TRANSFER,130,1,129.99001,-42.64
61220,2017-06-12,PENDING,South America,LATAM,BRA,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2017-06-18,Second Class,6,2,Late delivery,TRANSFER,300,1,299.98001,69.6
7059,2015-04-14,PENDING,South America,LATAM,ARG,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2015-04-19,Standard Class,5,4,Late delivery,TRANSFER,40,5,199.95,33.99
38346,2016-07-13,PROCESSING,West of USA,USCA,USA,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-07-15,Second Class,2,2,Shipping on time,TRANSFER,50,3,149.94,40.82
45469,2016-10-25,COMPLETE,West Africa,Africa,NGA,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-10-30,Standard Class,5,4,Late delivery,DEBIT,400,1,399.98001,55.44
30373,2016-03-19,CLOSED,Oceania,Pacific Asia,AUS,Consumer,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2016-03-23,Standard Class,4,4,Shipping on time,CASH,100,1,99.99,27.62
8803,2015-05-09,COMPLETE,Central America,LATAM,MEX,Corporate,728,LIJA Women's Eyelet Sleeveless Golf Polo,Golf Shoes,65.0,2015-05-13,Standard Class,4,4,Shipping on time,DEBIT,65,4,260.0,86.94
11321,2015-06-15,PENDING_PAYMENT,Western Europe,Europe,DEU,Home Office,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-06-17,Second Class,2,2,Shipping on time,PAYMENT,130,1,129.99001,38.45
58348,2017-05-01,COMPLETE,South America,LATAM,ARG,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2017-05-05,Standard Class,4,4,Shipping on time,DEBIT,130,1,129.99001,36.46
25580,2016-01-09,COMPLETE,Oceania,Pacific Asia,AUS,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-01-11,First Class,2,1,Late delivery,DEBIT,60,3,179.97,32.39
40193,2016-08-09,COMPLETE,West of USA,USCA,USA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-08-13,Standard Class,4,4,Shipping on time,DEBIT,60,1,59.99,15.44
34373,2016-05-16,COMPLETE,US Center,USCA,USA,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2016-05-20,Standard Class,4,4,Shipping on time,DEBIT,130,1,129.99001,-97.71
2099,2015-01-31,PENDING_PAYMENT,South America,LATAM,ECU,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-02-05,Standard Class,5,4,Late delivery,PAYMENT,60,4,239.96001,71.35
2900,2015-02-12,COMPLETE,Central America,LATAM,SLV,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-02-18,Second Class,6,2,Late delivery,DEBIT,130,1,129.99001,33.17
24390,2015-12-23,PROCESSING,Southeast Asia,Pacific Asia,IDN,Corporate,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-12-29,Second Class,6,2,Late delivery,TRANSFER,50,3,149.94,-87.12
16524,2015-08-30,CLOSED,Northern Europe,Europe,SWE,Corporate,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-09-04,Standard Class,5,4,Late delivery,CASH,130,1,129.99001,13.57
40208,2016-08-09,CLOSED,South of  USA,USCA,USA,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2016-08-13,Standard Class,4,4,Shipping on time,CASH,200,1,199.99001,63.0
65810,2017-08-18,COMPLETE,Western Europe,Europe,DEU,Consumer,306,Polar FT4 Heart Rate Monitor,Kids' Golf Clubs,89.99,2017-08-19,Same Day,1,0,Late delivery,DEBIT,90,1,89.99,20.92
26115,2016-01-17,COMPLETE,Southeast Asia,Pacific Asia,IDN,Home Office,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2016-01-23,Standard Class,6,4,Late delivery,DEBIT,200,1,199.99001,45.36
19459,2015-10-12,PENDING_PAYMENT,Western Europe,Europe,DEU,Consumer,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2015-10-14,First Class,2,1,Late delivery,PAYMENT,200,1,199.99001,93.1
38158,2016-07-11,PROCESSING,West of USA,USCA,USA,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2016-07-15,Standard Class,4,4,Shipping on time,TRANSFER,50,4,200.0,-333.2
25145,2016-01-03,PENDING,Southeast Asia,Pacific Asia,VNM,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-01-09,Standard Class,6,4,Late delivery,TRANSFER,60,5,299.95001,89.28
36103,2016-06-11,PROCESSING,West of USA,USCA,USA,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-06-15,Second Class,4,2,Late delivery,TRANSFER,60,3,179.97,67.22
23153,2015-12-04,PENDING_PAYMENT,Eastern Asia,Pacific Asia,CHN,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2015-12-08,Standard Class,4,4,Shipping on time,PAYMENT,40,4,159.96001,-9.31
34807,2016-05-23,COMPLETE,US Center,USCA,USA,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-05-26,Standard Class,3,4,Advance shipping,DEBIT,50,5,249.89999,-137.38
52575,2017-02-06,PENDING_PAYMENT,Central America,LATAM,CRI,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-02-12,Second Class,6,2,Late delivery,PAYMENT,60,4,239.96001,67.49
34648,2016-05-20,PENDING_PAYMENT,West of USA,USCA,USA,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-05-24,Standard Class,4,4,Shipping on time,PAYMENT,400,1,399.98001,120.95
44466,2016-10-11,CLOSED,West Africa,Africa,NGA,Home Office,1073,Pelican Sunstream 100 Kayak,Water Sports,199.99,2016-10-13,Standard Class,2,4,Advance shipping,CASH,200,1,199.99001,53.2
14113,2015-07-26,PENDING_PAYMENT,Northern Europe,Europe,GBR,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-07-30,Second Class,4,2,Late delivery,PAYMENT,60,2,119.98,27.88
48150,2016-12-03,COMPLETE,West Africa,Africa,SEN,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-12-09,Standard Class,6,4,Late delivery,DEBIT,60,2,119.98,28.17
11326,2015-06-15,CLOSED,Western Europe,Europe,DEU,Corporate,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-06-17,Standard Class,2,4,Advance shipping,CASH,50,2,100.0,23.78
59878,2017-05-24,ON_HOLD,Central America,LATAM,MEX,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2017-05-28,Standard Class,4,4,Shipping on time,DEBIT,400,1,399.98001,-61.6
64863,2017-08-04,PENDING_PAYMENT,Southern Europe,Europe,ESP,Home Office,607,Garmin Approach S3 Golf GPS Watch,Trade-In,249.99,2017-08-06,First Class,2,1,Late delivery,PAYMENT,250,1,249.99001,23.45
11052,2015-06-11,PROCESSING,Northern Europe,Europe,GBR,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-06-13,First Class,2,1,Late delivery,TRANSFER,50,2,99.96,41.38
19448,2015-10-11,PENDING_PAYMENT,Southern Europe,Europe,ITA,Consumer,502,Nike Men's Dri-FIT Victory Golf Polo,Women's Apparel,50.0,2015-10-15,Standard Class,4,4,Shipping on time,PAYMENT,50,5,250.0,18.56
41776,2016-09-01,COMPLETE,West Africa,Africa,NGA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-09-03,First Class,2,1,Late delivery,DEBIT,60,2,119.98,34.84
64989,2017-08-06,PENDING,Western Europe,Europe,FRA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-08-11,Standard Class,5,4,Late delivery,TRANSFER,60,5,299.95001,78.74
582,2015-01-09,CLOSED,Central America,LATAM,SLV,Consumer,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2015-01-12,Second Class,3,2,Late delivery,CASH,300,1,299.98001,77.99
47025,2016-11-17,COMPLETE,East Africa,Africa,MDG,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-11-19,First Class,2,1,Late delivery,DEBIT,60,2,119.98,13.02
51802,2017-01-26,PAYMENT_REVIEW,South America,LATAM,BRA,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2017-01-29,Standard Class,3,4,Advance shipping,PAYMENT,50,2,99.96,46.98
27644,2016-02-08,COMPLETE,Southeast Asia,Pacific Asia,MYS,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-02-10,First Class,2,1,Late delivery,DEBIT,40,5,199.95,10.58
42508,2016-09-12,PENDING_PAYMENT,Eastern Europe,Europe,POL,Home Office,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-09-16,Second Class,4,2,Late delivery,PAYMENT,400,1,399.98001,143.99
57962,2017-04-26,PENDING_PAYMENT,Central America,LATAM,GTM,Corporate,705,Cleveland Golf Women's 588 RTX CB Satin Chrom,Golf Apparel,119.99,2017-04-29,Standard Class,3,4,Advance shipping,PAYMENT,120,1,119.99,39.98
3843,2015-02-26,CLOSED,Central America,LATAM,MEX,Home Office,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-02-28,First Class,2,1,Late delivery,CASH,130,1,129.99001,26.0
30581,2016-03-22,CLOSED,Oceania,Pacific Asia,NZL,Consumer,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2016-03-24,Standard Class,2,4,Advance shipping,CASH,400,1,399.98001,102.07
63090,2017-07-09,COMPLETE,Western Europe,Europe,AUT,Corporate,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2017-07-15,Standard Class,6,4,Late delivery,DEBIT,50,1,49.98,16.87
4838,2015-03-12,CLOSED,Central America,LATAM,PAN,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-03-16,Standard Class,4,4,Shipping on time,CASH,130,1,129.99001,59.2
43269,2016-09-23,COMPLETE,West Asia,Pacific Asia,TUR,Corporate,957,Diamondback Women's Serene Classic Comfort Bi,Camping & Hiking,299.98,2016-09-28,Second Class,5,2,Late delivery,DEBIT,300,1,299.98001,85.44
63897,2017-07-21,PENDING_PAYMENT,Western Europe,Europe,FRA,Corporate,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2017-07-24,Second Class,3,2,Late delivery,PAYMENT,40,4,159.96001,-57.11
73313,2017-12-06,PENDING_PAYMENT,South Asia,Pacific Asia,IND,Consumer,1361,Toys,Toys,11.54,2017-12-08,First Class,2,1,Late delivery,PAYMENT,12,1,11.54,2.14
13254,2015-07-13,COMPLETE,Western Europe,Europe,NLD,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2015-07-18,Standard Class,5,4,Late delivery,DEBIT,60,2,119.98,41.57
72883,2017-11-29,PROCESSING,Eastern Asia,Pacific Asia,CHN,Consumer,1359,Adult dog supplies,Pet Supplies,84.4,2017-12-03,Standard Class,4,4,Shipping on time,TRANSFER,84,1,84.4,23.96
55152,2017-03-16,COMPLETE,Caribbean,LATAM,DOM,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-03-19,Second Class,3,2,Late delivery,DEBIT,60,2,119.98,33.26
35962,2016-06-08,COMPLETE,South of  USA,USCA,USA,Home Office,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2016-06-11,Standard Class,3,4,Advance shipping,DEBIT,50,4,199.92,47.5
39725,2016-08-02,PENDING_PAYMENT,West of USA,USCA,USA,Home Office,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-08-08,Standard Class,6,4,Late delivery,PAYMENT,60,1,59.99,23.9
64557,2017-07-31,CLOSED,Southern Europe,Europe,ESP,Corporate,1004,Field & Stream Sportsman 16 Gun Fire Safe,Fishing,399.98,2017-08-03,Standard Class,3,4,Advance shipping,CASH,400,1,399.98001,45.2
49133,2016-12-18,CLOSED,West Asia,Pacific Asia,TUR,Home Office,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2016-12-22,Standard Class,4,4,Shipping on time,CASH,100,1,99.99,16.06
35643,2016-06-04,CLOSED,East of USA,USCA,USA,Consumer,627,Under Armour Girls' Toddler Spine Surge Runni,Shop By Sport,39.99,2016-06-08,Standard Class,4,4,Shipping on time,CASH,40,3,119.97,58.2
53636,2017-02-21,COMPLETE,Caribbean,LATAM,DOM,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-02-23,First Class,2,1,Late delivery,DEBIT,60,3,179.97,49.88
60120,2017-05-27,COMPLETE,South America,LATAM,BRA,Consumer,625,Nike Men's Kobe IX Elite Low Basketball Shoe,Shop By Sport,199.99,2017-05-29,First Class,2,1,Late delivery,DEBIT,200,1,199.99001,23.62
54995,2017-03-13,COMPLETE,Central America,LATAM,MEX,Consumer,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2017-03-19,Standard Class,6,4,Late delivery,DEBIT,60,2,119.98,46.24
7227,2015-04-16,COMPLETE,Central America,LATAM,PAN,Consumer,403,Nike Men's CJ Elite 2 TD Football Cleat,Men's Footwear,129.99,2015-04-19,Standard Class,3,4,Advance shipping,DEBIT,130,1,129.99001,56.78
61861,2017-06-22,PROCESSING,Northern Europe,Europe,GBR,Home Office,191,Nike Men's Free 5.0+ Running Shoe,Cardio Equipment,99.99,2017-06-24,Second Class,2,2,Shipping on time,TRANSFER,100,3,299.97,5.22
19019,2015-10-05,COMPLETE,Northern Europe,Europe,GBR,Consumer,1014,O'Brien Men's Neoprene Life Vest,Indoor/Outdoor Games,49.98,2015-10-06,Same Day,1,0,Late delivery,DEBIT,50,5,249.89999,-49.5
46300,2016-11-06,CLOSED,Canada,USCA,CAN,Corporate,365,Perfect Fitness Perfect Rip Deck,Cleats,59.99,2016-11-12,Second Class,6,2,Late delivery,CASH,60,5,299.95001,-79.66
